,User,Compound,Positive,Neutral,Negative,Text,Date Created
143,@CBS,0.4019,0.153,0.847,0.0,"RT @SalvationCBS: Mark your calendars, #Salvies: Monday's new #SalvationCBS will air at a special time, 10/9c. https://t.co/RUh1J7cfj8",Fri Jul 06 22:22:55 +0000 2018
144,@CBS,0.7777,0.343,0.657,0.0,Happy #InternationalKissingDay! See which stars we caught locking lips on the CBS Kiss Cam. 😘 https://t.co/oMPCHZlgCl,Fri Jul 06 18:26:37 +0000 2018
145,@CBS,0.3612,0.102,0.898,0.0,Have you heard? Tonight's the first Live Show of #BB20. Grab a seat and get ready to watch the action unfold on CBS… https://t.co/0YgRV1HLGd,Thu Jul 05 21:12:17 +0000 2018
146,@CBS,0.3182,0.108,0.892,0.0,"How much does it cost to bury the truth? #OneDollar premieres Thursday, August 30, exclusively on CBS All Access.… https://t.co/1tab8eCaFz",Mon Jul 02 21:13:11 +0000 2018
147,@CBS,0.0,0.0,1.0,0.0,Take a first look at our @Comic_Con lineup along with details of what you can expect to see:… https://t.co/JqBtlKcwq3,Mon Jul 02 20:47:32 +0000 2018
148,@CBS,0.0,0.0,1.0,0.0,RT @TrueCrimeCBS: Two new true-crime series are set to premiere this July on CBS! Learn more about #Whistleblower and #PinkCollarCrimes bef…,Mon Jul 02 17:27:06 +0000 2018
149,@CBS,0.5411,0.259,0.741,0.0,"If at first you don’t succeed on @PriceIsRight…bid, bid again! https://t.co/OWBaOsFZ3i",Mon Jul 02 17:00:02 +0000 2018
150,@CBS,0.0,0.0,1.0,0.0,What’s summer without @CBSBigBrother? ☀️ RT if you’re counting down the hours to the #BB20 premiere TONIGHT at 8/7c… https://t.co/Xp1s4Fp5J8,Wed Jun 27 20:31:32 +0000 2018
151,@CBS,0.7574,0.289,0.711,0.0,"It looks like you...

(•_•)
( •_•)&gt;⌐■-■
(⌐■_■)

Have a lot of TV to watch!

Celebrate #NationalSunglassesDay with H… https://t.co/Babt4ajIgV",Wed Jun 27 14:00:01 +0000 2018
152,@CBS,0.5574,0.204,0.796,0.0,The world will finally know the truth. ☄️ Make sure to tune in to the heart-pounding Season 2 premiere of… https://t.co/mqMleW90DY,Mon Jun 25 18:20:25 +0000 2018
153,@CBS,0.1867,0.098,0.902,0.0,Tonight's the night! Don't miss model @ashleygraham on the season finale of Celebrity @undercover_cbs at 8/7c. https://t.co/iBxAOcOF7a,Fri Jun 22 21:19:06 +0000 2018
154,@CBS,0.4199,0.189,0.811,0.0,"Every day is #TakeYourDogToWorkDay for shows like @HawaiiFive0CBS, @MomCBS, @SEALTeamCBS, and @bigbangtheory! https://t.co/DJaOt1VQcw",Fri Jun 22 18:33:53 +0000 2018
155,@CBS,0.4926,0.242,0.758,0.0,"Lights, camera, selfie! 📸 Could there be a better photo for #NationalSelfieDay? https://t.co/14Ewx64yKC",Thu Jun 21 23:29:50 +0000 2018
156,@CBS,0.3555,0.222,0.642,0.136,There’s nothing quite like watching a contestant win a brand new car on @PriceIsRight. 👏  https://t.co/aKlFikYAMM,Wed Jun 20 00:39:01 +0000 2018
157,@CBS,0.0,0.0,1.0,0.0,Time to make your predictions for #BB20! 👏 Get to know the @CBSBigBrother Houseguests before the big premiere next… https://t.co/jlpIchJ9sk,Mon Jun 18 20:27:50 +0000 2018
158,@CBS,0.0,0.0,1.0,0.0,RT @CBSBigBrother: Meet the cast of #BB20... before anyone else! Start streaming all their live interviews beginning at 11am EST/8am PST on…,Mon Jun 18 15:00:46 +0000 2018
159,@CBS,0.9392,0.493,0.507,0.0,"Today and every day we celebrate their love, guidance, and support. Happy #FathersDay to every kind of dad! https://t.co/Wffax1khBH",Sun Jun 17 13:00:01 +0000 2018
160,@CBS,0.3595,0.128,0.872,0.0,"Casting Alert! @paulwesley, @DaniaJRamirez &amp; @JamesWolk are set to star in the upcoming CBS All Access psychologica… https://t.co/JnZMrzT92n",Fri Jun 15 18:48:29 +0000 2018
161,@CBS,-0.296,0.0,0.833,0.167,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/h3YnFkmSQJ",Thu Jun 14 17:30:00 +0000 2018
162,@CBS,0.1779,0.147,0.734,0.12,RT @StrangeAngel: Mastermind or maniac? Explore the brilliant mind of Jack Parsons in #StrangeAngel. Now streaming on CBS All Access: https…,Thu Jun 14 16:19:32 +0000 2018
163,@CBS,-0.5562,0.134,0.551,0.315,"No pain, no gain, ALL Hart! Just one month until the premiere of @TKOCBS hosted by @KevinHart4real. https://t.co/C1yMCglxVn",Tue Jun 12 00:19:23 +0000 2018
164,@CBS,0.5093,0.171,0.829,0.0,"RT @TheNeighborhood: Welcome to #TheNeighborhood, @BethBehrs! The @2BrokeGirls star returns to @CBS in a new sitcom alongside @CedEntertain…",Mon Jun 11 22:23:06 +0000 2018
165,@CBS,-0.296,0.0,0.833,0.167,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/3GA5otlcPa",Mon Jun 11 19:01:38 +0000 2018
166,@CBS,0.0,0.0,1.0,0.0,How do you know @SaraBareilles and @joshgroban's music? #TonyAwards https://t.co/POMXBORfUT,Mon Jun 11 14:00:37 +0000 2018
167,@CBS,0.0,0.0,1.0,0.0,Here are all the performances from the 2018 #TonyAwards: https://t.co/gN4ItpFlRd https://t.co/fSMNBXKC9r,Mon Jun 11 06:19:36 +0000 2018
168,@CBS,0.4767,0.22,0.78,0.0,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej,Mon Jun 11 06:04:41 +0000 2018
169,@CBS,0.8478,0.406,0.594,0.0,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH,Mon Jun 11 03:10:33 +0000 2018
170,@CBS,0.92,0.463,0.537,0.0,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH,Mon Jun 11 03:02:06 +0000 2018
171,@CBS,0.0,0.0,1.0,0.0,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",Mon Jun 11 02:58:30 +0000 2018
172,@CBS,0.4404,0.153,0.847,0.0,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,Mon Jun 11 02:56:40 +0000 2018
173,@CBS,0.836,0.467,0.533,0.0,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,Mon Jun 11 02:56:10 +0000 2018
174,@CBS,0.0,0.0,1.0,0.0,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,Mon Jun 11 02:53:00 +0000 2018
175,@CBS,0.6369,0.318,0.682,0.0,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,Mon Jun 11 02:47:29 +0000 2018
176,@CBS,0.7978,0.543,0.457,0.0,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,Mon Jun 11 02:44:50 +0000 2018
177,@CBS,0.9523,0.55,0.45,0.0,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,Mon Jun 11 02:44:37 +0000 2018
178,@CBS,0.5994,0.302,0.698,0.0,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,Mon Jun 11 02:33:09 +0000 2018
179,@CBS,0.4215,0.123,0.877,0.0,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",Mon Jun 11 02:29:18 +0000 2018
180,@CBS,0.8932,0.517,0.483,0.0,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,Mon Jun 11 02:23:56 +0000 2018
181,@CBS,0.0,0.0,1.0,0.0,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",Mon Jun 11 02:21:03 +0000 2018
182,@CBS,0.0,0.0,1.0,0.0,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,Mon Jun 11 02:16:06 +0000 2018
183,@CBS,0.8908,0.491,0.509,0.0,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,Mon Jun 11 02:11:03 +0000 2018
184,@CBS,0.0,0.0,1.0,0.0,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,Mon Jun 11 02:05:47 +0000 2018
185,@CBS,0.4926,0.262,0.738,0.0,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,Mon Jun 11 02:03:31 +0000 2018
186,@CBS,0.5093,0.523,0.477,0.0,@writerlindsayb You're welcome! #TonyAwards,Mon Jun 11 01:58:48 +0000 2018
187,@CBS,0.7579,0.565,0.435,0.0,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,Mon Jun 11 01:53:17 +0000 2018
188,@CBS,0.6467,0.248,0.752,0.0,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",Mon Jun 11 01:51:16 +0000 2018
189,@CBS,0.0,0.0,1.0,0.0,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,Mon Jun 11 01:38:23 +0000 2018
190,@CBS,0.636,0.276,0.724,0.0,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,Mon Jun 11 01:37:36 +0000 2018
191,@CBS,0.8834,0.563,0.437,0.0,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,Mon Jun 11 01:30:56 +0000 2018
192,@CBS,0.0,0.0,1.0,0.0,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,Mon Jun 11 01:29:21 +0000 2018
193,@CBS,0.7351,0.296,0.625,0.079,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,Mon Jun 11 01:26:03 +0000 2018
194,@CBS,0.0,0.0,1.0,0.0,RT @KatLargent: MAGIC #TonyAwards,Mon Jun 11 01:25:59 +0000 2018
195,@CBS,0.0,0.0,1.0,0.0,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,Mon Jun 11 01:24:46 +0000 2018
196,@CBS,0.4019,0.162,0.838,0.0,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,Mon Jun 11 01:24:12 +0000 2018
197,@CBS,0.9151,0.457,0.543,0.0,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,Mon Jun 11 01:19:59 +0000 2018
198,@CBS,0.6369,0.375,0.625,0.0,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,Mon Jun 11 01:12:31 +0000 2018
199,@CBS,0.1511,0.102,0.898,0.0,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,Mon Jun 11 01:08:28 +0000 2018
200,@CNN,0.0,0.0,1.0,0.0,"Arnold Schwarzenegger takes another jab at Trump’s auto emissions plans, which would revoke Obama-era environmental… https://t.co/wfC8RqGB9M",Fri Aug 03 16:35:00 +0000 2018
201,@CNN,0.6369,0.189,0.811,0.0,"Brookstone, the mall and airport seller best known for massage chairs, quirky gadgets and travel luggage, has filed… https://t.co/pF2YswxKFV",Fri Aug 03 16:22:07 +0000 2018
202,@CNN,-0.7717,0.0,0.7,0.3,"She confronted her harasser, and he punched her in the face. Now she's fighting back.

This week, France passed a n… https://t.co/0xCopADyRF",Fri Aug 03 16:11:28 +0000 2018
203,@CNN,-0.6124,0.086,0.677,0.237,JUST IN: The man suspected of killing a prominent Houston doctor in broad daylight two weeks ago has been found dea… https://t.co/cGLJ1zwXNF,Fri Aug 03 16:11:03 +0000 2018
204,@CNN,-0.2732,0.0,0.89,0.11,Your stomach will drop as you watch this massive cargo plane loop upside-down in the sky https://t.co/80aZHRR05O https://t.co/kzydF8brnv,Fri Aug 03 16:08:58 +0000 2018
205,@CNN,-0.5994,0.098,0.638,0.264,"Police are holding a press conference to give updates on the suspected killer of a prominent Houston doctor.

Watch… https://t.co/yuwsaz26gn",Fri Aug 03 16:05:22 +0000 2018
206,@CNN,-0.34,0.0,0.844,0.156,This is how fast the Carr Fire is spreading in Northern California https://t.co/dXcwM87BB5 https://t.co/rU3jNRwyHM,Fri Aug 03 16:00:19 +0000 2018
207,@CNN,-0.5106,0.0,0.829,0.171,A search is underway for a 12-year-old girl who was allegedly abducted from Ronald Reagan Washington National Airpo… https://t.co/Q7mRpYB5vG,Fri Aug 03 15:50:06 +0000 2018
208,@CNN,0.5719,0.291,0.709,0.0,WWE wrestler Kane wins mayoral race in Tennessee https://t.co/kQaVkv0YnI https://t.co/HSs0GOL06b,Fri Aug 03 15:40:04 +0000 2018
209,@CNN,0.4404,0.139,0.861,0.0,"Horticultural therapy uses plants and gardening to improve health, and studies have shown that it results in shorte… https://t.co/UOzfftBw3Z",Fri Aug 03 15:30:06 +0000 2018
210,@CNN,0.0,0.0,1.0,0.0,"These middle-aged Japanese men can be rented, for almost any purpose, for just 1,000 yen per hour (about US $9).… https://t.co/dUbXaAktVd",Fri Aug 03 15:20:06 +0000 2018
211,@CNN,0.0,0.0,1.0,0.0,Technology helped America's economy way more than we thought https://t.co/Y1C90yqaZx https://t.co/4qHXPlLYOG,Fri Aug 03 15:10:06 +0000 2018
212,@CNN,0.0,0.0,1.0,0.0,"Seattle's Space Needle just got a see-through floor, and it revolves. It's the world's first and only revolving gla… https://t.co/ZiDyJN4zzO",Fri Aug 03 15:00:01 +0000 2018
213,@CNN,0.5719,0.156,0.844,0.0,Alexandria Ocasio-Cortez won in New York. Now her allies are taking on the Midwest. Most of the candidates now ridi… https://t.co/B7lSXxhlpE,Fri Aug 03 14:55:00 +0000 2018
214,@CNN,0.3182,0.15,0.778,0.072,NASA backs designs for 3D-printed homes on Mars — and they look like beehives https://t.co/SSC6hCZpTY https://t.co/ELioeN8E1z,Fri Aug 03 14:46:49 +0000 2018
215,@CNN,0.2263,0.079,0.921,0.0,China has announced plans to put tariffs of up to 25% on US imports worth $60 billion if the Trump administration f… https://t.co/jd4bFffSFL,Fri Aug 03 14:30:34 +0000 2018
216,@CNN,-0.5423,0.0,0.769,0.231,A Detroit police officer has been suspended with pay after a bystander's video showed him punching a possibly menta… https://t.co/rwz2riMaY2,Fri Aug 03 14:22:04 +0000 2018
217,@CNN,-0.6486,0.0,0.798,0.202,Thousands of dead marine animals are piling up on Florida's southwest beaches. They're clogging inlets and canals.… https://t.co/NJh9YgR4UH,Fri Aug 03 14:12:40 +0000 2018
218,@CNN,0.4019,0.144,0.856,0.0,It started as a hobby. But now they're using DNA to help cops crack cold cases. https://t.co/uBnuq5xzVw https://t.co/zmG4zFICes,Fri Aug 03 13:59:46 +0000 2018
219,@CNN,-0.4767,0.0,0.819,0.181,It's a terrible time to be a Washington Republican running for absolutely anything | Analysis by @CillizzaCNN… https://t.co/9a6jsbqjKN,Fri Aug 03 13:49:19 +0000 2018
220,@CNN,0.34,0.103,0.897,0.0,"After Apple became the first American company to hit $1 trillion in market value, CEO Tim Cook told employees to ke… https://t.co/xLuYu9AIPC",Fri Aug 03 13:37:48 +0000 2018
221,@CNN,-0.4404,0.0,0.861,0.139,"The unemployment rate fell to 3.9% and the economy added 157,000 jobs in July, the Labor Department says… https://t.co/jLuR62Lx9f",Fri Aug 03 13:27:57 +0000 2018
222,@CNN,0.0,0.0,1.0,0.0,The tallest building in Europe is nearly complete https://t.co/nlpV1Fu1oO,Fri Aug 03 13:21:29 +0000 2018
223,@CNN,0.2263,0.091,0.909,0.0,JUST IN: China has announced plans to put tariffs of up to 25% on US products worth $60 billion… https://t.co/tSGqaOQc07,Fri Aug 03 13:08:13 +0000 2018
224,@CNN,-0.5423,0.0,0.769,0.231,A Detroit police officer has been suspended with pay after a bystander's video showed him punching a possibly menta… https://t.co/joqJ8y0pRF,Fri Aug 03 13:01:44 +0000 2018
225,@CNN,-0.34,0.0,0.844,0.156,This is how fast the Carr Fire is spreading in Northern California https://t.co/eEQ18UewUe https://t.co/mubJmMF6JF,Fri Aug 03 12:47:21 +0000 2018
226,@CNN,-0.4404,0.0,0.892,0.108,"RT @CNNMoney: BREAKING: The US economy added 157,000 jobs in July, and the unemployment rate fell to 3.9%. The US has added jobs every mont…",Fri Aug 03 12:38:23 +0000 2018
227,@CNN,-0.7506,0.0,0.726,0.274,"Officials in Virginia fear a dam will collapse in the heavy rain, and are evacuating more than 100 residences… https://t.co/eHHYuJELsR",Fri Aug 03 12:36:17 +0000 2018
228,@CNN,-0.7717,0.0,0.7,0.3,"She confronted her harasser, and he punched her in the face. Now she's fighting back.

This week, France passed a n… https://t.co/rZTEDz486P",Fri Aug 03 12:22:21 +0000 2018
229,@CNN,0.0,0.0,1.0,0.0,A short story written by Ernest Hemingway in 1956 is being published for the first time https://t.co/3c9CUcCkd8 https://t.co/d3bfgjruRI,Fri Aug 03 12:15:09 +0000 2018
230,@CNN,0.3818,0.254,0.556,0.19,An Australian climber trapped for a week on a freezing New Zealand mountain was rescued after a remarkable feat of… https://t.co/A6wgVMdqqM,Fri Aug 03 12:10:13 +0000 2018
231,@CNN,-0.3818,0.0,0.867,0.133,"President Trump said he ""would personally prefer"" that if a government shutdown fight over his immigration and bord… https://t.co/x3Ob1wlBNh",Fri Aug 03 11:56:03 +0000 2018
232,@CNN,0.4754,0.171,0.829,0.0,The most popular American cars will cost thousands of dollars more because of tariffs https://t.co/JxAlqcZFHY https://t.co/WgZPCAfFa5,Fri Aug 03 11:53:41 +0000 2018
233,@CNN,-0.6486,0.0,0.798,0.202,Thousands of dead marine animals are piling up on Florida's southwest beaches. They're clogging inlets and canals.… https://t.co/GSndNat1rU,Fri Aug 03 11:38:29 +0000 2018
234,@CNN,0.5719,0.291,0.709,0.0,WWE wrestler Kane wins mayoral race in Tennessee https://t.co/tan04AXrGp https://t.co/sZkkuqVZR3,Fri Aug 03 11:28:50 +0000 2018
235,@CNN,0.0,0.0,1.0,0.0,Heineken just made a big bet on China's beer market https://t.co/EAXKRVB2SP https://t.co/Zd9JPe1MfL,Fri Aug 03 11:11:51 +0000 2018
236,@CNN,-0.5423,0.0,0.769,0.231,A Detroit police officer has been suspended with pay after a bystander's video showed him punching a possibly menta… https://t.co/Zhf77aa3Qm,Fri Aug 03 11:00:09 +0000 2018
237,@CNN,-0.7845,0.0,0.635,0.365,"5 things for Friday:

- Russia election meddling
- Death penalty
- Emissions standards
- Zimbabwe election
- Florid… https://t.co/XbYrukc2d0",Fri Aug 03 10:58:24 +0000 2018
238,@CNN,0.4404,0.139,0.861,0.0,"Horticultural therapy uses plants and gardening to improve health, and studies have shown that it results in shorte… https://t.co/CnSacIl3YD",Fri Aug 03 10:56:35 +0000 2018
239,@CNN,-0.6808,0.0,0.787,0.213,"""I’d rather starve."" After being raped in front of her daughter, she doesn’t collect firewood anymore #AsEquals https://t.co/M7V57ZPvLW",Fri Aug 03 10:49:36 +0000 2018
240,@CNN,0.0,0.0,1.0,0.0,"These middle-aged Japanese men can be rented, for almost any purpose, for just 1,000 yen per hour (about US $9).… https://t.co/MAdOkM3l2Q",Fri Aug 03 10:40:29 +0000 2018
241,@CNN,-0.6249,0.142,0.533,0.324,Alcohol-based hand sanitizers are losing their kill power against a bacterium causes various complicated infections… https://t.co/zPQrEhigOd,Fri Aug 03 10:33:52 +0000 2018
242,@CNN,-0.4404,0.0,0.791,0.209,Spies in the suburbs: Inside the CIA's secret defector unit https://t.co/vPrl07cLGx https://t.co/q7f29VXf83,Fri Aug 03 10:22:59 +0000 2018
243,@CNN,0.4754,0.171,0.829,0.0,The most popular American cars will cost thousands of dollars more because of tariffs https://t.co/DCDyh75Slu https://t.co/UkmYrwf3LA,Fri Aug 03 10:12:08 +0000 2018
244,@CNN,0.34,0.13,0.87,0.0,"Opinion: TSA security screening is theater, and we don't need it at regional airports | @jonathancristol for… https://t.co/bOYlKwED3b",Fri Aug 03 10:03:25 +0000 2018
245,@CNN,0.4019,0.124,0.876,0.0,"Trump continuously tries to drive a wedge between ""good"" news outlets -- those he approves of -- and allegedly ""fak… https://t.co/QDCgwKcQS1",Fri Aug 03 09:56:52 +0000 2018
246,@CNN,0.296,0.164,0.727,0.109,"""Crazy Rich Asians"" is the first major studio film centered on an Asian-American character's story since 1993… https://t.co/GDhXwik9R7",Fri Aug 03 09:50:36 +0000 2018
247,@CNN,0.128,0.189,0.647,0.164,Zimbabwe's opposition has rejected President Emmerson Mnangagwa's historic presidential election win after a poll m… https://t.co/0BrYf0XuJH,Fri Aug 03 09:44:23 +0000 2018
248,@CNN,-0.3612,0.0,0.872,0.128,A Japanese medical school allegedly rigged exams to keep women out. One source claimed the alleged practice stemmed… https://t.co/vsQnO0fOY3,Fri Aug 03 09:38:14 +0000 2018
249,@CNN,-0.2732,0.0,0.89,0.11,Your stomach will drop as you watch this massive cargo plane loop upside-down in the sky https://t.co/uw8xaRXwg9 https://t.co/peOwvQnNmI,Fri Aug 03 09:34:00 +0000 2018
250,@CNN,-0.7713,0.0,0.691,0.309,"A Detroit police officer has been suspended after ""very disturbing"" video showed him repeatedly punching a naked wo… https://t.co/U2MAlOT3q7",Fri Aug 03 09:28:01 +0000 2018
251,@CNN,0.5719,0.291,0.709,0.0,WWE wrestler Kane wins mayoral race in Tennessee https://t.co/GCFkNrSmDm https://t.co/Mkfjs7zNZ2,Fri Aug 03 09:17:02 +0000 2018
252,@CNN,-0.5267,0.0,0.855,0.145,"In the wake of a Paris woman being punched by a street harasser, France has passed a new law banning sexual or sexi… https://t.co/lTkY94WuBS",Fri Aug 03 09:11:17 +0000 2018
253,@CNN,-0.7506,0.0,0.726,0.274,"Officials in Virginia fear a dam will collapse in the heavy rain, and are evacuating more than 100 residences… https://t.co/9Rtce7UYib",Fri Aug 03 09:00:25 +0000 2018
254,@CNN,-0.0772,0.0,0.939,0.061,"Smith College is apologizing after an employee called police to report a student of color who appeared to be ""out o… https://t.co/OO0vEFZBcW",Fri Aug 03 08:48:47 +0000 2018
255,@CNN,0.3182,0.108,0.892,0.0,The Trump administration wants the ACLU to be responsible for tracking down more than 500 parents who were separate… https://t.co/BA7SV5Fbge,Fri Aug 03 08:38:30 +0000 2018
256,@CNN,0.0,0.0,1.0,0.0,The tallest building in Europe is nearly complete https://t.co/an0thyaf9z,Fri Aug 03 08:28:02 +0000 2018
257,@CNN,-0.5423,0.0,0.857,0.143,"When Marie Laguerre stood up to a man who she says was sexually harassing her, he responded by punching her in the… https://t.co/vaxz2D2W6V",Fri Aug 03 08:21:06 +0000 2018
258,@CNN,0.0,0.0,1.0,0.0,"Who was buried at Stonehenge? For the first time, new research is lifting the veil https://t.co/NUJgPbAW9G https://t.co/41RSIyhah9",Fri Aug 03 08:14:05 +0000 2018
259,@CNN,0.2498,0.095,0.905,0.0,"President Trump said he doesn't have much time these days for reading, but that hasn't stopped him from recommendin… https://t.co/wSeoPEVEsv",Fri Aug 03 08:07:07 +0000 2018
260,@CNN,0.3818,0.254,0.556,0.19,An Australian climber trapped for a week on a freezing New Zealand mountain was rescued after a remarkable feat of… https://t.co/YdSTAdYgwB,Fri Aug 03 08:04:06 +0000 2018
261,@CNN,0.3182,0.15,0.778,0.072,NASA backs designs for 3D-printed homes on Mars — and they look like beehives https://t.co/fMdnFdlg0y https://t.co/A0CdGywOgV,Fri Aug 03 07:53:04 +0000 2018
262,@CNN,0.0,0.0,1.0,0.0,Federal health officials have reported an additional 109 cases of cyclospora infection in an ongoing outbreak linke… https://t.co/k1Ms0fhidz,Fri Aug 03 07:46:05 +0000 2018
263,@CNN,-0.3818,0.0,0.867,0.133,"President Trump said he ""would personally prefer"" that if a government shutdown fight over his immigration and bord… https://t.co/MEg3FovTlQ",Fri Aug 03 07:39:05 +0000 2018
264,@CNN,-0.5267,0.071,0.705,0.224,Why Trump's 'enemy of the people' messaging matters | Analysis by @CillizzaCNN https://t.co/8Nlrcf3CiD https://t.co/TEkyAzOezy,Fri Aug 03 07:32:04 +0000 2018
265,@CNN,0.0,0.0,1.0,0.0,"Research is mounting that the heat, drought and wildfires we are experiencing now are just the beginning of what cl… https://t.co/vD1q3ArsbC",Fri Aug 03 07:25:03 +0000 2018
266,@CNN,-0.7717,0.0,0.739,0.261,A 20-year-old man with Down syndrome was carrying a toy gun when he was shot dead by Swedish police in Stockholm on… https://t.co/92RXiVmZL5,Fri Aug 03 07:19:01 +0000 2018
267,@CNN,0.0,0.0,1.0,0.0,10 unusual cruise ship amenities https://t.co/UVgDCfPJIh via @CNNTravel https://t.co/8eQhcnuCb9,Fri Aug 03 07:18:07 +0000 2018
268,@CNN,0.0,0.0,1.0,0.0,A short story written by Ernest Hemingway in 1956 is being published for the first time https://t.co/yGQEgbUwLh https://t.co/vonhsWp6z7,Fri Aug 03 07:11:05 +0000 2018
269,@CNN,-0.3612,0.0,0.884,0.116,"Pizza Hut, which saw sales fall last quarter, doesn't seem to be benefiting from the turmoil at Papa John's… https://t.co/TiNNwZu8OE",Fri Aug 03 07:04:03 +0000 2018
270,@CNN,0.0,0.0,1.0,0.0,Why the White House show of force on Russia won't work | Analysis by @CillizzaCNN https://t.co/sbuC5S4R1U https://t.co/4g8dxNu6Dv,Fri Aug 03 06:57:06 +0000 2018
271,@CNN,0.5719,0.171,0.829,0.0,"Maria Butina's infiltration of GOP circles was anything but subtle.

The alleged covert Russian agent liked to comm… https://t.co/Kf3HjMz37S",Fri Aug 03 06:50:03 +0000 2018
272,@CNN,0.4404,0.182,0.818,0.0,"Ivanka Trump's ""good cop"" routine is a sham | By Alice Driver via @CNNOpinion https://t.co/2KPbrjCwnp https://t.co/pdajTclcGP",Fri Aug 03 06:43:03 +0000 2018
273,@CNN,-0.3716,0.092,0.703,0.204,"Hand sanitizers are losing kill power against a bacterium that resides in our guts, but can cause various complicat… https://t.co/xbdpiuFNQ1",Fri Aug 03 06:36:06 +0000 2018
274,@CNN,0.5719,0.163,0.837,0.0,"In the deeply conservative Republican state of Idaho, Paulette Jordan is running for governor. If she wins, she'd b… https://t.co/3sCfgx4OBE",Fri Aug 03 06:31:00 +0000 2018
275,@CNN,0.0,0.0,1.0,0.0,"Former California Republican Gov. Arnold Schwarzenegger calls the Trump administration's emissions proposal a ""stup… https://t.co/Da2mxCKTEE",Fri Aug 03 06:29:03 +0000 2018
276,@CNN,0.0,0.0,1.0,0.0,UPS doesn't air condition its trucks. This petition aims to change that https://t.co/EHiAnmcwfc https://t.co/4YKGv2VUSU,Fri Aug 03 06:22:02 +0000 2018
277,@CNN,0.128,0.16,0.71,0.13,Reality Check: Can Attorney General Jeff Sessions stop special counsel Robert Mueller's investigation?… https://t.co/d3kNe3qruH,Fri Aug 03 06:16:00 +0000 2018
278,@CNN,-0.4019,0.0,0.856,0.144,"How a plane can crash and everyone survives | By Les Abend, a retired Boeing 777 captain, via @CNNOpinion… https://t.co/lF6XVhclnQ",Fri Aug 03 06:15:07 +0000 2018
279,@CNN,0.431,0.137,0.863,0.0,Ivanka Trump says the media is not the enemy of the people. The White House declines to agree.… https://t.co/BDe2wtAcKF,Fri Aug 03 06:08:02 +0000 2018
280,@CNN,-0.7845,0.0,0.615,0.385,What does Pope Francis' death penalty shift mean for Catholic politicians? https://t.co/XFnOHuFF6l https://t.co/j4BWPr1cSV,Fri Aug 03 06:01:06 +0000 2018
